country,year,sex,age,suicides_no,population,gdp_for_year_usd
Seychelles,2011,male,35-54 years,3,13471,1065826670
Seychelles,2011,male,25-34 years,1,6615,1065826670
Seychelles,2011,male,15-24 years,1,7169,1065826670
Seychelles,2012,male,55-74 years,1,5437,1059498884
Seychelles,2012,male,35-54 years,2,13234,1059498884
Seychelles,2013,male,55-74 years,4,5827,1328091524
Seychelles,2013,male,25-34 years,3,7360,1328091524
Seychelles,2013,male,15-24 years,1,6804,1328091524
Seychelles,2013,male,35-54 years,1,13718,1328091524
Seychelles,2014,male,15-24 years,1,6391,1342997306
Seychelles,2014,female,25-34 years,1,7345,1342997306
Seychelles,2014,male,35-54 years,1,14001,1342997306
Seychelles,2014,female,35-54 years,1,14431,1342997306
Seychelles,2015,male,35-54 years,3,14210,1375604279
Seychelles,2015,female,15-24 years,1,5957,1375604279
Seychelles,2015,male,15-24 years,1,6393,1375604279
Seychelles,2015,male,55-74 years,1,6903,1375604279
Seychelles,2015,male,25-34 years,1,7565,1375604279
Singapore,1985,male,75+ years,23,15900,19138296376
Singapore,1985,female,75+ years,19,24500,19138296376
Singapore,1985,male,55-74 years,39,122400,19138296376
Singapore,1985,female,55-74 years,25,125100,19138296376
Singapore,1985,male,25-34 years,52,280500,19138296376
Singapore,1985,male,35-54 years,49,292500,19138296376
Singapore,1985,female,25-34 years,35,266700,19138296376
Singapore,1985,male,15-24 years,27,268000,19138296376
Singapore,1985,female,15-24 years,25,253400,19138296376
Singapore,1985,female,35-54 years,27,285200,19138296376
Singapore,1985,female,5-14 years,3,200400,19138296376
Singapore,1986,female,75+ years,3,26000,18569292305
Singapore,1986,male,75+ years,14,17200,18569292305
Singapore,1986,male,55-74 years,44,125800,18569292305
Singapore,1986,male,35-54 years,54,304500,18569292305
Singapore,1986,male,25-34 years,46,288100,18569292305
Singapore,1986,female,55-74 years,2,128500,18569292305
Singapore,1986,female,25-34 years,35,273000,18569292305
Singapore,1986,male,15-24 years,31,260000,18569292305
Singapore,1986,female,35-54 years,34,297800,18569292305
Singapore,1986,female,15-24 years,16,246400,18569292305
Singapore,1986,male,5-14 years,2,213700,18569292305
Singapore,1987,male,75+ years,17,18300,20897630201
Singapore,1987,female,75+ years,16,27700,20897630201
Singapore,1987,male,55-74 years,42,128900,20897630201
Singapore,1987,female,55-74 years,29,132300,20897630201
Singapore,1987,male,25-34 years,48,293500,20897630201
Singapore,1987,male,35-54 years,43,318100,20897630201
Singapore,1987,female,25-34 years,36,277400,20897630201
Singapore,1987,female,35-54 years,33,311000,20897630201
Singapore,1987,male,15-24 years,21,253600,20897630201
Singapore,1987,female,15-24 years,16,240100,20897630201
Singapore,1988,male,75+ years,3,21600,25337226971
Singapore,1988,female,75+ years,27,31800,25337226971
Singapore,1988,male,55-74 years,43,131400,25337226971
Singapore,1988,male,35-54 years,63,319100,25337226971
Singapore,1988,male,25-34 years,52,288000,25337226971
Singapore,1988,female,55-74 years,23,136200,25337226971
Singapore,1988,male,15-24 years,31,241600,25337226971
Singapore,1988,female,25-34 years,33,277100,25337226971
Singapore,1988,female,15-24 years,25,229800,25337226971
Singapore,1988,female,35-54 years,34,314300,25337226971
Singapore,1988,female,5-14 years,4,193900,25337226971
Singapore,1988,male,5-14 years,1,208600,25337226971
Singapore,1989,male,75+ years,25,22800,30423573842
Singapore,1989,female,75+ years,33,33500,30423573842
Singapore,1989,male,55-74 years,41,135300,30423573842
Singapore,1989,female,55-74 years,33,141000,30423573842
Singapore,1989,male,35-54 years,65,336500,30423573842
Singapore,1989,male,25-34 years,5,290700,30423573842
Singapore,1989,female,15-24 years,35,224700,30423573842
Singapore,1989,female,25-34 years,38,280700,30423573842
Singapore,1989,male,15-24 years,32,236800,30423573842
Singapore,1989,female,35-54 years,4,329800,30423573842
Singapore,1989,male,5-14 years,2,207000,30423573842
Singapore,1990,male,75+ years,19,24100,36152027893
Singapore,1990,female,75+ years,23,35400,36152027893
Singapore,1990,male,55-74 years,39,140900,36152027893
Singapore,1990,female,55-74 years,27,147100,36152027893
Singapore,1990,male,35-54 years,63,359200,36152027893
Singapore,1990,male,25-34 years,47,299900,36152027893
Singapore,1990,female,25-34 years,43,289400,36152027893
Singapore,1990,male,15-24 years,31,236800,36152027893
Singapore,1990,female,35-54 years,42,349400,36152027893
Singapore,1990,female,15-24 years,17,225500,36152027893
Singapore,1990,male,5-14 years,2,209400,36152027893
Singapore,1990,female,5-14 years,1,194700,36152027893
Singapore,1991,male,75+ years,16,25000,45474442836
Singapore,1991,female,75+ years,21,36700,45474442836
Singapore,1991,male,55-74 years,38,144300,45474442836
Singapore,1991,female,55-74 years,25,150800,45474442836
Singapore,1991,male,25-34 years,44,301200,45474442836
Singapore,1991,male,35-54 years,54,379500,45474442836
Singapore,1991,male,15-24 years,25,231300,45474442836
Singapore,1991,female,25-34 years,28,292600,45474442836
Singapore,1991,female,15-24 years,16,221500,45474442836
Singapore,1991,female,35-54 years,25,369500,45474442836
Singapore,1991,female,5-14 years,4,195900,45474442836
Singapore,1992,male,75+ years,15,26000,52156414979
Singapore,1992,female,75+ years,2,38200,52156414979
Singapore,1992,male,55-74 years,26,147100,52156414979
Singapore,1992,female,55-74 years,27,153300,52156414979
Singapore,1992,male,25-34 years,43,299300,52156414979
Singapore,1992,male,35-54 years,53,400800,52156414979
Singapore,1992,female,25-34 years,28,293200,52156414979
Singapore,1992,male,15-24 years,21,228100,52156414979
Singapore,1992,female,35-54 years,32,391200,52156414979
Singapore,1992,female,15-24 years,9,220000,52156414979
Singapore,1992,male,5-14 years,2,211000,52156414979
Singapore,1992,female,5-14 years,1,195800,52156414979
Singapore,1993,male,75+ years,26,26800,60644572348
Singapore,1993,female,75+ years,2,39500,60644572348
Singapore,1993,male,55-74 years,31,151200,60644572348
Singapore,1993,male,35-54 years,56,420500,60644572348
Singapore,1993,female,55-74 years,21,157900,60644572348
Singapore,1993,male,25-34 years,36,296600,60644572348
Singapore,1993,male,15-24 years,19,224300,60644572348
Singapore,1993,female,35-54 years,28,411300,60644572348
Singapore,1993,female,25-34 years,19,292900,60644572348
Singapore,1993,female,15-24 years,13,217700,60644572348
Singapore,1993,female,5-14 years,1,200800,60644572348
Singapore,1994,male,75+ years,24,27500,73777792327
Singapore,1994,female,75+ years,23,40500,73777792327
Singapore,1994,male,55-74 years,37,157700,73777792327
Singapore,1994,female,55-74 years,26,165300,73777792327
Singapore,1994,male,35-54 years,69,439100,73777792327
Singapore,1994,male,25-34 years,35,291200,73777792327
Singapore,1994,male,15-24 years,24,222900,73777792327
Singapore,1994,female,35-54 years,39,429400,73777792327
Singapore,1994,female,15-24 years,19,216300,73777792327
Singapore,1994,female,25-34 years,17,291500,73777792327
Singapore,1994,female,5-14 years,2,207500,73777792327
Singapore,1994,male,5-14 years,1,223300,73777792327
Singapore,1995,male,75+ years,32,28200,87890009877
Singapore,1995,female,75+ years,24,41800,87890009877
Singapore,1995,male,55-74 years,46,164600,87890009877
Singapore,1995,male,35-54 years,92,457000,87890009877
Singapore,1995,female,55-74 years,28,172900,87890009877
Singapore,1995,female,35-54 years,5,447500,87890009877
Singapore,1995,male,25-34 years,31,286200,87890009877
Singapore,1995,male,15-24 years,23,221900,87890009877
Singapore,1995,female,15-24 years,16,215400,87890009877
Singapore,1995,female,25-34 years,2,289600,87890009877
Singapore,1995,male,5-14 years,2,228000,87890009877
Singapore,1996,male,75+ years,26,28800,96403758865
Singapore,1996,female,75+ years,21,42600,96403758865
